customer_id,activation_date,churn_date,study_end_date,last_observed_date,churn_label,customer_status,survival_time_days,survival_time_months,age,marital_status,monthly_charges,device_type,internet_service,contract_type,payment_method,tech_support,online_security,streaming_tv
CUST-03258,08/08/2025,27/09/2025,31/03/2026,27/09/2025,1,Yes,50,1.643,22,Married,58.26,Smartphone,Mobile Data,12-month,Cash/Agent,No,Not applicable,No
CUST-03259,04/06/2025,,31/03/2026,31/03/2026,0,No,300,9.856,49,Single,9.7,Feature Phone,Mobile Data,Month-to-month,Cash/Agent,Yes,Not applicable,Not applicable
CUST-03260,25/10/2025,,31/03/2026,31/03/2026,0,No,157,5.158,26,Married,58,Tablet,Fiber,12-month,Card,No,No,Not applicable
CUST-03261,10/03/2025,,31/03/2026,31/03/2026,0,No,386,12.682,44,Married,78.25,Smartphone,Fiber,Month-to-month,Card,Yes,No,Yes
CUST-03262,11/11/2025,,31/03/2026,31/03/2026,0,No,140,4.6,34,Single,29.43,Feature Phone,Mobile Data,Month-to-month,Card,Yes,No,No
CUST-03263,10/07/2025,16/07/2025,31/03/2026,16/07/2025,1,Yes,6,0.197,73,Single,46.81,Smartphone,4G/5G Fixed Wireless,Month-to-month,Mobile Money,No,No,No
CUST-03264,08/04/2025,,31/03/2026,31/03/2026,0,No,357,11.729,27,Married,55.51,Feature Phone,4G/5G Fixed Wireless,12-month,Cash/Agent,Yes,Yes,Yes
CUST-03265,05/02/2025,14/02/2025,31/03/2026,14/02/2025,1,Yes,9,0.296,24,Single,15.87,Smartphone,None,Month-to-month,Card,Yes,Not applicable,No
CUST-03266,20/11/2025,,31/03/2026,31/03/2026,0,No,131,4.304,49,Single,31.75,Router/MiFi,Mobile Data,12-month,Bank Transfer,No,No,Not applicable
CUST-03267,04/02/2026,,31/03/2026,31/03/2026,0,No,55,1.807,35,Single,8,Feature Phone,None,Month-to-month,Cash/Agent,No,No,Yes
CUST-03268,15/04/2025,,31/03/2026,31/03/2026,0,No,350,11.499,27,Single,36.75,Router/MiFi,DSL,24-month,Bank Transfer,No,Not applicable,No
CUST-03269,04/09/2025,,31/03/2026,31/03/2026,0,No,208,6.834,54,Married,32.09,Router/MiFi,DSL,24-month,Mobile Money,No,Not applicable,No
CUST-03270,20/02/2026,31/03/2026,31/03/2026,31/03/2026,1,Yes,39,1.281,35,Single,42.19,Smartphone,Mobile Data,Month-to-month,Bank Transfer,Yes,Not applicable,Yes
CUST-03271,10/04/2025,31/03/2026,31/03/2026,31/03/2026,1,Yes,355,11.663,73,Married,8,Smartphone,None,Month-to-month,Card,No,Yes,No
CUST-03272,31/01/2026,,31/03/2026,31/03/2026,0,No,59,1.938,73,Married,21.15,Smartphone,None,Month-to-month,Card,Yes,Yes,Yes
CUST-03273,06/03/2026,,31/03/2026,31/03/2026,0,No,25,0.821,32,Single,71.6,Feature Phone,Fiber,24-month,Mobile Money,Yes,Yes,No
CUST-03274,01/06/2025,31/03/2026,31/03/2026,31/03/2026,1,Yes,303,9.955,29,Single,23.88,Smartphone,None,Month-to-month,Card,No,Not applicable,No
CUST-03275,01/01/2026,16/03/2026,31/03/2026,16/03/2026,1,Yes,74,2.431,48,Married,53.81,Tablet,Fiber,12-month,Bank Transfer,No,Not applicable,Not applicable
CUST-03276,18/12/2025,,31/03/2026,31/03/2026,0,No,103,3.384,32,Married,18.19,Smartphone,DSL,Month-to-month,Cash/Agent,No,Yes,No
CUST-03277,30/12/2025,,31/03/2026,31/03/2026,0,No,91,2.99,29,Divorced/Widowed,29.63,Feature Phone,Mobile Data,24-month,Bank Transfer,No,Yes,No
CUST-03278,05/06/2025,,31/03/2026,31/03/2026,0,No,299,9.823,46,Married,54.99,Smartphone,4G/5G Fixed Wireless,12-month,Cash/Agent,Yes,Not applicable,Not applicable
CUST-03279,17/03/2026,28/03/2026,31/03/2026,28/03/2026,1,Yes,11,0.361,49,Married,47.91,Smartphone,4G/5G Fixed Wireless,Month-to-month,Card,Yes,Not applicable,No
CUST-03280,11/11/2025,24/11/2025,31/03/2026,24/11/2025,1,Yes,13,0.427,25,Single,23.31,Router/MiFi,None,Month-to-month,Bank Transfer,No,No,No
CUST-03281,19/03/2026,,31/03/2026,31/03/2026,0,No,12,0.394,20,Married,43.92,Smartphone,DSL,Month-to-month,Cash/Agent,No,No,Yes
CUST-03282,31/10/2025,14/02/2026,31/03/2026,14/02/2026,1,Yes,106,3.483,34,Married,16.17,Smartphone,None,24-month,Bank Transfer,Yes,No,Not applicable
CUST-03283,24/03/2026,,31/03/2026,31/03/2026,0,No,7,0.23,70,Single,41.8,Router/MiFi,Mobile Data,12-month,Mobile Money,Yes,Not applicable,Not applicable
CUST-03284,29/01/2025,,31/03/2026,31/03/2026,0,No,426,13.996,26,Single,47.82,Smartphone,4G/5G Fixed Wireless,Month-to-month,Cash/Agent,No,No,No
CUST-03285,27/01/2026,,31/03/2026,31/03/2026,0,No,63,2.07,26,Single,54.16,Smartphone,Mobile Data,Month-to-month,Bank Transfer,No,No,Yes
CUST-03286,16/06/2025,,31/03/2026,31/03/2026,0,No,288,9.462,52,Married,62.43,Feature Phone,Fiber,Month-to-month,Mobile Money,Yes,Not applicable,Yes
CUST-03287,28/06/2025,19/11/2025,31/03/2026,19/11/2025,1,Yes,144,4.731,23,Married,14.06,Smartphone,DSL,Month-to-month,Cash/Agent,No,No,Yes
CUST-03288,06/01/2025,,31/03/2026,31/03/2026,0,No,449,14.752,37,Single,8,Router/MiFi,Mobile Data,24-month,Mobile Money,No,Yes,Not applicable
CUST-03289,22/04/2025,,31/03/2026,31/03/2026,0,No,343,11.269,45,Married,21.49,Router/MiFi,DSL,24-month,Bank Transfer,Yes,Yes,Yes
CUST-03290,10/03/2025,,31/03/2026,31/03/2026,0,No,386,12.682,68,Married,42.14,Smartphone,4G/5G Fixed Wireless,Month-to-month,Bank Transfer,No,Not applicable,Not applicable
CUST-03291,23/10/2025,,31/03/2026,31/03/2026,0,No,159,5.224,30,Married,48.19,Smartphone,Mobile Data,Month-to-month,Cash/Agent,No,Not applicable,No
CUST-03292,21/09/2025,14/01/2026,31/03/2026,14/01/2026,1,Yes,115,3.778,28,Single,75.35,Smartphone,Fiber,12-month,Mobile Money,Yes,Not applicable,No
CUST-03293,08/09/2025,09/10/2025,31/03/2026,09/10/2025,1,Yes,31,1.018,57,Married,42.03,Smartphone,4G/5G Fixed Wireless,Month-to-month,Mobile Money,Yes,No,Yes
CUST-03294,26/01/2026,31/03/2026,31/03/2026,31/03/2026,1,Yes,64,2.103,53,Single,33.9,Router/MiFi,4G/5G Fixed Wireless,Month-to-month,Bank Transfer,Yes,Yes,No
CUST-03295,10/02/2026,,31/03/2026,31/03/2026,0,No,49,1.61,46,Single,53.65,Feature Phone,Fiber,24-month,Card,Yes,No,No
CUST-03296,07/08/2025,08/09/2025,31/03/2026,08/09/2025,1,Yes,32,1.051,52,Single,24,Router/MiFi,Mobile Data,12-month,Card,Yes,No,No
CUST-03297,10/09/2025,19/09/2025,31/03/2026,19/09/2025,1,Yes,9,0.296,58,Single,50.27,Smartphone,Mobile Data,Month-to-month,Mobile Money,No,Yes,Not applicable
CUST-03298,07/01/2026,,31/03/2026,31/03/2026,0,No,83,2.727,58,Single,31.43,Smartphone,Mobile Data,12-month,Cash/Agent,No,Yes,No
CUST-03299,12/06/2025,11/07/2025,31/03/2026,11/07/2025,1,Yes,29,0.953,67,Single,66.36,Smartphone,Fiber,Month-to-month,Bank Transfer,Yes,Yes,Not applicable
CUST-03300,06/05/2025,,31/03/2026,31/03/2026,0,No,329,10.809,21,Married,54.05,Router/MiFi,4G/5G Fixed Wireless,Month-to-month,Mobile Money,Yes,Not applicable,No
CUST-03301,05/02/2025,19/05/2025,31/03/2026,19/05/2025,1,Yes,103,3.384,63,Single,54.43,Smartphone,4G/5G Fixed Wireless,Month-to-month,Bank Transfer,No,Yes,No
CUST-03302,01/12/2025,12/12/2025,31/03/2026,12/12/2025,1,Yes,11,0.361,35,Married,47.03,Smartphone,4G/5G Fixed Wireless,Month-to-month,Card,No,Not applicable,No
CUST-03303,22/10/2025,,31/03/2026,31/03/2026,0,No,160,5.257,22,Married,46.19,Smartphone,Mobile Data,24-month,Card,No,Not applicable,No
CUST-03304,06/04/2025,15/05/2025,31/03/2026,15/05/2025,1,Yes,39,1.281,18,Married,59.02,Smartphone,Mobile Data,Month-to-month,Cash/Agent,No,No,Yes
CUST-03305,14/01/2026,,31/03/2026,31/03/2026,0,No,76,2.497,65,Single,61.41,Smartphone,Fiber,Month-to-month,Mobile Money,Yes,No,Yes
CUST-03306,24/01/2025,14/11/2025,31/03/2026,14/11/2025,1,Yes,294,9.659,29,Single,35.64,Smartphone,Mobile Data,Month-to-month,Card,Yes,No,No
CUST-03307,13/10/2025,,31/03/2026,31/03/2026,0,No,169,5.552,62,Married,53.19,Smartphone,Fiber,24-month,Cash/Agent,Yes,Yes,No
CUST-03308,03/01/2026,31/03/2026,31/03/2026,31/03/2026,1,Yes,87,2.858,23,Single,45.57,Router/MiFi,Mobile Data,Month-to-month,Card,No,Not applicable,Not applicable
CUST-03309,08/12/2025,05/01/2026,31/03/2026,05/01/2026,1,Yes,28,0.92,77,Divorced/Widowed,73.62,Smartphone,Fiber,Month-to-month,Bank Transfer,No,Not applicable,Yes
CUST-03310,28/03/2026,,31/03/2026,31/03/2026,0,No,3,0.099,60,Single,58.53,Smartphone,Mobile Data,Month-to-month,Bank Transfer,Yes,Yes,No
CUST-03311,10/03/2025,20/04/2025,31/03/2026,20/04/2025,1,Yes,41,1.347,32,Married,51.74,Router/MiFi,Fiber,Month-to-month,Card,Yes,Not applicable,Not applicable
CUST-03312,22/01/2025,,31/03/2026,31/03/2026,0,No,433,14.226,23,Married,34.44,Smartphone,Mobile Data,24-month,Mobile Money,No,Yes,No
CUST-03313,28/05/2025,,31/03/2026,31/03/2026,0,No,307,10.086,68,Single,74.17,Smartphone,Fiber,24-month,Card,No,Yes,Yes
CUST-03314,12/11/2025,,31/03/2026,31/03/2026,0,No,139,4.567,48,Married,61.97,Feature Phone,4G/5G Fixed Wireless,Month-to-month,Cash/Agent,Yes,Yes,Yes
CUST-03315,08/10/2025,,31/03/2026,31/03/2026,0,No,174,5.717,36,Married,28.45,Tablet,DSL,Month-to-month,Bank Transfer,No,Yes,Yes
CUST-03316,24/12/2025,,31/03/2026,31/03/2026,0,No,97,3.187,25,Divorced/Widowed,13.88,Smartphone,Mobile Data,Month-to-month,Cash/Agent,Yes,No,No
CUST-03317,26/09/2025,,31/03/2026,31/03/2026,0,No,186,6.111,63,Single,48.4,Smartphone,Mobile Data,12-month,Bank Transfer,No,Not applicable,No
CUST-03318,13/12/2025,,31/03/2026,31/03/2026,0,No,108,3.548,43,Married,22.05,Router/MiFi,Mobile Data,Month-to-month,Bank Transfer,Yes,Not applicable,No
CUST-03319,21/03/2026,22/03/2026,31/03/2026,22/03/2026,1,Yes,1,0.033,58,Married,32.05,Router/MiFi,Mobile Data,Month-to-month,Card,No,Yes,No
CUST-03320,26/04/2025,,31/03/2026,31/03/2026,0,No,339,11.138,77,Single,35.29,Tablet,Mobile Data,Month-to-month,Bank Transfer,No,Not applicable,Yes
CUST-03321,03/05/2025,,31/03/2026,31/03/2026,0,No,332,10.908,21,Single,56.89,Smartphone,Mobile Data,Month-to-month,Mobile Money,Yes,Not applicable,Not applicable
CUST-03322,18/05/2025,,31/03/2026,31/03/2026,0,No,317,10.415,33,Married,58.18,Smartphone,4G/5G Fixed Wireless,Month-to-month,Mobile Money,No,No,Yes
CUST-03323,15/03/2025,03/03/2026,31/03/2026,03/03/2026,1,Yes,353,11.598,47,Married,48.36,Smartphone,Fiber,Month-to-month,Cash/Agent,No,No,Not applicable
CUST-03324,08/04/2025,,31/03/2026,31/03/2026,0,No,357,11.729,51,Single,65.88,Smartphone,4G/5G Fixed Wireless,Month-to-month,Bank Transfer,Yes,Not applicable,Yes
CUST-03325,22/08/2025,05/09/2025,31/03/2026,05/09/2025,1,Yes,14,0.46,61,Single,34.53,Smartphone,Mobile Data,12-month,Card,No,Not applicable,No
CUST-03326,19/02/2025,27/04/2025,31/03/2026,27/04/2025,1,Yes,67,2.201,30,Married,79.48,Router/MiFi,Fiber,Month-to-month,Mobile Money,Yes,Not applicable,No
CUST-03327,19/11/2025,,31/03/2026,31/03/2026,0,No,132,4.337,70,Married,59.64,Smartphone,Fiber,Month-to-month,Card,Yes,No,Yes
CUST-03328,30/01/2026,02/03/2026,31/03/2026,02/03/2026,1,Yes,31,1.018,40,Single,78.35,Router/MiFi,Fiber,Month-to-month,Cash/Agent,No,Yes,Not applicable
CUST-03329,17/07/2025,,31/03/2026,31/03/2026,0,No,257,8.444,43,Married,57.12,Smartphone,4G/5G Fixed Wireless,Month-to-month,Card,No,No,Not applicable
CUST-03330,04/06/2025,,31/03/2026,31/03/2026,0,No,300,9.856,74,Single,60.27,Smartphone,4G/5G Fixed Wireless,12-month,Cash/Agent,Yes,No,Not applicable
CUST-03331,18/10/2025,23/01/2026,31/03/2026,23/01/2026,1,Yes,97,3.187,61,Single,35.86,Smartphone,DSL,Month-to-month,Mobile Money,No,Not applicable,No
CUST-03332,12/12/2025,,31/03/2026,31/03/2026,0,No,109,3.581,44,Married,69.44,Smartphone,Fiber,Month-to-month,Bank Transfer,Yes,Yes,Not applicable
CUST-03333,17/07/2025,05/12/2025,31/03/2026,05/12/2025,1,Yes,141,4.632,39,Married,33.87,Smartphone,Mobile Data,Month-to-month,Bank Transfer,No,Not applicable,No
CUST-03334,27/11/2025,,31/03/2026,31/03/2026,0,No,124,4.074,60,Single,63.99,Router/MiFi,Fiber,Month-to-month,Bank Transfer,No,Yes,Not applicable
CUST-03335,24/08/2025,,31/03/2026,31/03/2026,0,No,219,7.195,61,Single,62.91,Smartphone,Fiber,Month-to-month,Card,No,Yes,Not applicable
CUST-03336,06/08/2025,,31/03/2026,31/03/2026,0,No,237,7.786,47,Single,72,Router/MiFi,Fiber,12-month,Mobile Money,Yes,Yes,Not applicable
CUST-03337,13/08/2025,,31/03/2026,31/03/2026,0,No,230,7.556,49,Single,42.7,Tablet,Mobile Data,12-month,Bank Transfer,No,No,No
CUST-03338,07/10/2025,,31/03/2026,31/03/2026,0,No,175,5.749,42,Married,60.02,Tablet,4G/5G Fixed Wireless,12-month,Cash/Agent,No,No,Not applicable
CUST-03339,26/05/2025,,31/03/2026,31/03/2026,0,No,309,10.152,44,Married,68.73,Router/MiFi,4G/5G Fixed Wireless,Month-to-month,Cash/Agent,No,Not applicable,Yes
CUST-03340,22/02/2026,,31/03/2026,31/03/2026,0,No,37,1.216,48,Married,38.43,Smartphone,Mobile Data,Month-to-month,Cash/Agent,No,No,Not applicable
CUST-03341,27/10/2025,,31/03/2026,31/03/2026,0,No,155,5.092,48,Divorced/Widowed,58.02,Router/MiFi,4G/5G Fixed Wireless,Month-to-month,Card,No,Yes,Yes
CUST-03342,20/05/2025,,31/03/2026,31/03/2026,0,No,315,10.349,31,Single,61.15,Router/MiFi,Mobile Data,Month-to-month,Bank Transfer,No,Yes,No
CUST-03343,24/11/2025,,31/03/2026,31/03/2026,0,No,127,4.172,25,Married,40.84,Router/MiFi,Mobile Data,Month-to-month,Card,No,Not applicable,Not applicable
CUST-03344,30/01/2025,,31/03/2026,31/03/2026,0,No,425,13.963,30,Single,72.18,Feature Phone,Fiber,24-month,Bank Transfer,No,Not applicable,Yes
CUST-03345,05/02/2026,01/03/2026,31/03/2026,01/03/2026,1,Yes,24,0.789,55,Married,58.63,Smartphone,4G/5G Fixed Wireless,Month-to-month,Bank Transfer,No,No,Not applicable
CUST-03346,03/02/2025,,31/03/2026,31/03/2026,0,No,421,13.832,20,Married,9.6,Feature Phone,None,24-month,Cash/Agent,No,No,No
CUST-03347,25/12/2025,09/03/2026,31/03/2026,09/03/2026,1,Yes,74,2.431,46,Single,52.3,Smartphone,4G/5G Fixed Wireless,12-month,Cash/Agent,Yes,No,No
CUST-03348,22/02/2025,29/11/2025,31/03/2026,29/11/2025,1,Yes,280,9.199,78,Single,35.06,Tablet,DSL,Month-to-month,Mobile Money,No,No,No
CUST-03349,23/01/2025,,31/03/2026,31/03/2026,0,No,432,14.193,47,Married,42.03,Router/MiFi,4G/5G Fixed Wireless,Month-to-month,Card,No,No,No
CUST-03350,06/02/2026,,31/03/2026,31/03/2026,0,No,53,1.741,61,Single,52.77,Router/MiFi,4G/5G Fixed Wireless,12-month,Bank Transfer,No,No,Yes
CUST-03351,05/01/2025,,31/03/2026,31/03/2026,0,No,450,14.784,23,Single,40.3,Smartphone,Mobile Data,Month-to-month,Cash/Agent,No,Not applicable,No
CUST-03352,29/10/2025,,31/03/2026,31/03/2026,0,No,153,5.027,22,Divorced/Widowed,32.92,Router/MiFi,Mobile Data,Month-to-month,Mobile Money,No,Yes,Not applicable
CUST-03353,10/02/2026,,31/03/2026,31/03/2026,0,No,49,1.61,27,Married,71.68,Router/MiFi,Fiber,24-month,Cash/Agent,No,Yes,No
CUST-03354,08/02/2026,,31/03/2026,31/03/2026,0,No,51,1.676,44,Married,61.91,Router/MiFi,Fiber,24-month,Bank Transfer,Yes,Not applicable,Not applicable
CUST-03355,26/08/2025,,31/03/2026,31/03/2026,0,No,217,7.129,40,Married,47.1,Feature Phone,4G/5G Fixed Wireless,12-month,Bank Transfer,Yes,Yes,No
CUST-03356,21/10/2025,27/12/2025,31/03/2026,27/12/2025,1,Yes,67,2.201,22,Single,29.04,Smartphone,Mobile Data,12-month,Bank Transfer,No,Yes,Not applicable
CUST-03357,17/11/2025,,31/03/2026,31/03/2026,0,No,134,4.402,33,Married,24.98,Router/MiFi,Mobile Data,Month-to-month,Bank Transfer,No,No,No
CUST-03358,05/08/2025,,31/03/2026,31/03/2026,0,No,238,7.819,23,Married,8,Router/MiFi,None,12-month,Mobile Money,Yes,Not applicable,Not applicable
CUST-03359,28/06/2025,,31/03/2026,31/03/2026,0,No,276,9.068,24,Married,71.99,Router/MiFi,Fiber,24-month,Cash/Agent,Yes,Yes,Yes
CUST-03360,16/07/2025,,31/03/2026,31/03/2026,0,No,258,8.476,23,Married,46.76,Smartphone,Mobile Data,24-month,Bank Transfer,No,No,Yes
CUST-03361,08/08/2025,,31/03/2026,31/03/2026,0,No,235,7.721,57,Married,37.07,Feature Phone,None,12-month,Mobile Money,No,No,Yes
CUST-03362,22/01/2026,27/01/2026,31/03/2026,27/01/2026,1,Yes,5,0.164,54,Single,73.06,Smartphone,Fiber,12-month,Card,No,Yes,No
CUST-03363,25/03/2026,,31/03/2026,31/03/2026,0,No,6,0.197,38,Married,23.17,Feature Phone,None,Month-to-month,Cash/Agent,Yes,No,Yes
CUST-03364,03/05/2025,07/06/2025,31/03/2026,07/06/2025,1,Yes,35,1.15,40,Married,24.94,Smartphone,Mobile Data,Month-to-month,Card,No,No,No
CUST-03365,08/11/2025,,31/03/2026,31/03/2026,0,No,143,4.698,54,Single,45.73,Smartphone,4G/5G Fixed Wireless,Month-to-month,Cash/Agent,Yes,No,Yes
CUST-03366,27/11/2025,,31/03/2026,31/03/2026,0,No,124,4.074,52,Single,29.67,Smartphone,Mobile Data,Month-to-month,Cash/Agent,Yes,Yes,Not applicable
CUST-03367,12/05/2025,,31/03/2026,31/03/2026,0,No,323,10.612,48,Married,56.02,Smartphone,Mobile Data,12-month,Cash/Agent,Yes,Not applicable,Not applicable
CUST-03368,15/12/2025,,31/03/2026,31/03/2026,0,No,106,3.483,38,Married,15.17,Smartphone,None,24-month,Bank Transfer,Yes,Yes,Not applicable
CUST-03369,22/09/2025,,31/03/2026,31/03/2026,0,No,190,6.242,40,Divorced/Widowed,37.32,Router/MiFi,Mobile Data,12-month,Card,No,Not applicable,No
CUST-03370,22/09/2025,,31/03/2026,31/03/2026,0,No,190,6.242,18,Married,74.39,Smartphone,Fiber,Month-to-month,Card,Yes,Yes,Yes
CUST-03371,10/11/2025,,31/03/2026,31/03/2026,0,No,141,4.632,49,Divorced/Widowed,21.96,Feature Phone,None,Month-to-month,Mobile Money,Yes,Not applicable,Not applicable
CUST-03372,12/03/2026,,31/03/2026,31/03/2026,0,No,19,0.624,28,Married,72.64,Smartphone,Fiber,Month-to-month,Bank Transfer,No,Yes,No
CUST-03373,28/07/2025,,31/03/2026,31/03/2026,0,No,246,8.082,42,Married,50.69,Smartphone,Mobile Data,24-month,Cash/Agent,No,No,Not applicable
CUST-03374,22/01/2026,,31/03/2026,31/03/2026,0,No,68,2.234,65,Divorced/Widowed,45.21,Feature Phone,Mobile Data,Month-to-month,Bank Transfer,Yes,Not applicable,No
CUST-03375,18/07/2025,31/10/2025,31/03/2026,31/10/2025,1,Yes,105,3.45,72,Married,50.78,Feature Phone,4G/5G Fixed Wireless,Month-to-month,Bank Transfer,No,No,No
CUST-03376,05/02/2025,,31/03/2026,31/03/2026,0,No,419,13.766,31,Divorced/Widowed,65.88,Smartphone,Fiber,24-month,Card,Yes,No,No
CUST-03377,28/05/2025,,31/03/2026,31/03/2026,0,No,307,10.086,48,Married,47.42,Smartphone,Mobile Data,Month-to-month,Card,Yes,No,Yes
CUST-03378,09/06/2025,02/08/2025,31/03/2026,02/08/2025,1,Yes,54,1.774,32,Married,68.02,Smartphone,Fiber,12-month,Mobile Money,No,Not applicable,Not applicable
CUST-03379,12/03/2026,31/03/2026,31/03/2026,31/03/2026,1,Yes,19,0.624,26,Married,36.64,Smartphone,None,Month-to-month,Cash/Agent,Yes,No,Not applicable
CUST-03380,26/12/2025,,31/03/2026,31/03/2026,0,No,95,3.121,34,Married,58.4,Smartphone,4G/5G Fixed Wireless,Month-to-month,Bank Transfer,Yes,No,Yes
CUST-03381,03/02/2025,26/12/2025,31/03/2026,26/12/2025,1,Yes,326,10.71,47,Married,76.69,Router/MiFi,Fiber,Month-to-month,Bank Transfer,No,Yes,Yes
CUST-03382,27/01/2026,04/02/2026,31/03/2026,04/02/2026,1,Yes,8,0.263,27,Divorced/Widowed,74.18,Tablet,Fiber,12-month,Mobile Money,No,No,No
CUST-03383,16/08/2025,,31/03/2026,31/03/2026,0,No,227,7.458,56,Single,21.36,Smartphone,None,Month-to-month,Cash/Agent,No,No,No
CUST-03384,15/03/2025,22/06/2025,31/03/2026,22/06/2025,1,Yes,99,3.253,63,Married,81.67,Feature Phone,Fiber,Month-to-month,Cash/Agent,No,No,Not applicable
CUST-03385,05/05/2025,22/06/2025,31/03/2026,22/06/2025,1,Yes,48,1.577,63,Divorced/Widowed,69.47,Smartphone,Fiber,12-month,Card,No,Yes,Yes
CUST-03386,29/12/2025,,31/03/2026,31/03/2026,0,No,92,3.023,21,Divorced/Widowed,48.46,Tablet,4G/5G Fixed Wireless,Month-to-month,Cash/Agent,No,No,No
CUST-03387,13/08/2025,,31/03/2026,31/03/2026,0,No,230,7.556,28,Married,58.65,Feature Phone,4G/5G Fixed Wireless,12-month,Mobile Money,Yes,No,Not applicable
CUST-03388,11/10/2025,,31/03/2026,31/03/2026,0,No,171,5.618,45,Single,66.37,Feature Phone,Fiber,Month-to-month,Bank Transfer,Yes,No,Not applicable
CUST-03389,28/05/2025,,31/03/2026,31/03/2026,0,No,307,10.086,39,Married,62.82,Smartphone,4G/5G Fixed Wireless,24-month,Card,No,No,Not applicable
CUST-03390,31/01/2025,30/03/2025,31/03/2026,30/03/2025,1,Yes,58,1.906,30,Single,59.63,Feature Phone,Mobile Data,Month-to-month,Card,No,No,Yes
CUST-03391,21/08/2025,10/02/2026,31/03/2026,10/02/2026,1,Yes,173,5.684,65,Single,14.97,Tablet,Mobile Data,Month-to-month,Mobile Money,Yes,Yes,Yes
CUST-03392,21/01/2025,,31/03/2026,31/03/2026,0,No,434,14.259,48,Single,19.86,Router/MiFi,DSL,Month-to-month,Card,Yes,Not applicable,Yes
CUST-03393,30/07/2025,,31/03/2026,31/03/2026,0,No,244,8.016,38,Divorced/Widowed,51,Feature Phone,DSL,12-month,Bank Transfer,Yes,No,No
CUST-03394,09/02/2026,,31/03/2026,31/03/2026,0,No,50,1.643,55,Married,73.35,Smartphone,Fiber,12-month,Card,Yes,Not applicable,Not applicable
CUST-03395,30/08/2025,22/09/2025,31/03/2026,22/09/2025,1,Yes,23,0.756,58,Married,38.4,Smartphone,Mobile Data,Month-to-month,Bank Transfer,No,No,No
CUST-03396,01/04/2025,,31/03/2026,31/03/2026,0,No,364,11.959,32,Single,62.34,Smartphone,Fiber,Month-to-month,Bank Transfer,Yes,No,Yes
CUST-03397,08/03/2025,,31/03/2026,31/03/2026,0,No,388,12.747,36,Married,71.53,Smartphone,Fiber,12-month,Card,Yes,Not applicable,Yes
CUST-03398,02/08/2025,,31/03/2026,31/03/2026,0,No,241,7.918,67,Single,31.77,Smartphone,Mobile Data,24-month,Cash/Agent,Yes,Not applicable,Not applicable
CUST-03399,16/08/2025,,31/03/2026,31/03/2026,0,No,227,7.458,64,Married,47.67,Smartphone,4G/5G Fixed Wireless,12-month,Bank Transfer,No,Not applicable,Yes
CUST-03400,22/02/2025,,31/03/2026,31/03/2026,0,No,402,13.207,32,Divorced/Widowed,57.9,Smartphone,Fiber,Month-to-month,Bank Transfer,No,Not applicable,Yes
CUST-03401,10/02/2025,11/02/2026,31/03/2026,11/02/2026,1,Yes,366,12.025,28,Single,65.19,Router/MiFi,4G/5G Fixed Wireless,Month-to-month,Bank Transfer,Yes,Yes,No
CUST-03402,11/03/2025,31/03/2026,31/03/2026,31/03/2026,1,Yes,385,12.649,39,Single,57.39,Smartphone,4G/5G Fixed Wireless,Month-to-month,Mobile Money,No,Yes,Yes
CUST-03403,23/05/2025,16/09/2025,31/03/2026,16/09/2025,1,Yes,116,3.811,42,Single,73.8,Smartphone,4G/5G Fixed Wireless,12-month,Mobile Money,No,No,Yes
CUST-03404,13/01/2025,,31/03/2026,31/03/2026,0,No,442,14.522,78,Divorced/Widowed,36.43,Router/MiFi,4G/5G Fixed Wireless,24-month,Cash/Agent,Yes,No,No
CUST-03405,20/01/2026,,31/03/2026,31/03/2026,0,No,70,2.3,56,Single,61.59,Tablet,Fiber,24-month,Cash/Agent,No,Not applicable,Not applicable
CUST-03406,21/11/2025,,31/03/2026,31/03/2026,0,No,130,4.271,62,Single,17.97,Smartphone,Mobile Data,12-month,Cash/Agent,No,Yes,No
CUST-03407,06/06/2025,,31/03/2026,31/03/2026,0,No,298,9.791,42,Married,69.37,Router/MiFi,4G/5G Fixed Wireless,Month-to-month,Card,No,Not applicable,Not applicable
CUST-03408,16/11/2025,,31/03/2026,31/03/2026,0,No,135,4.435,70,Married,42.44,Smartphone,Mobile Data,Month-to-month,Card,No,No,Not applicable
CUST-03409,16/03/2025,02/12/2025,31/03/2026,02/12/2025,1,Yes,261,8.575,20,Married,55.12,Router/MiFi,Fiber,Month-to-month,Bank Transfer,Yes,Yes,No
CUST-03410,08/04/2025,,31/03/2026,31/03/2026,0,No,357,11.729,33,Married,46.96,Feature Phone,4G/5G Fixed Wireless,Month-to-month,Bank Transfer,No,No,No
CUST-03411,05/08/2025,,31/03/2026,31/03/2026,0,No,238,7.819,41,Single,33.12,Smartphone,4G/5G Fixed Wireless,Month-to-month,Cash/Agent,Yes,Not applicable,Not applicable
CUST-03412,05/05/2025,,31/03/2026,31/03/2026,0,No,330,10.842,60,Married,53.18,Router/MiFi,4G/5G Fixed Wireless,12-month,Card,Yes,Not applicable,Yes
CUST-03413,13/12/2025,,31/03/2026,31/03/2026,0,No,108,3.548,44,Married,59.1,Router/MiFi,4G/5G Fixed Wireless,12-month,Mobile Money,No,Yes,Yes
CUST-03414,02/04/2025,11/02/2026,31/03/2026,11/02/2026,1,Yes,315,10.349,26,Married,70.85,Smartphone,4G/5G Fixed Wireless,Month-to-month,Mobile Money,No,Not applicable,Not applicable
