customer_id,gender,age,senior_citizen,married,dependents,number_of_dependents,referred_a_friend,number_of_referrals,offer,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_service,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,churn_label,tenure_in_months
592,Female,72,Yes,Yes,No,0,Yes,1,Offer A,Yes,37.53,Yes,Yes,24,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,No,71
593,Male,68,Yes,No,No,0,No,0,Offer A,No,0,No,Yes,13,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Credit Card,No,70
594,Female,77,Yes,Yes,Yes,2,Yes,1,Offer C,Yes,49.21,Yes,Yes,19,No,Yes,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,No,32
595,Male,71,Yes,Yes,No,0,Yes,1,None,Yes,4.59,Yes,Yes,5,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,No,43
596,Female,75,Yes,No,No,0,No,0,Offer A,Yes,47.86,Yes,Yes,16,No,No,Yes,No,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,No,71
597,Female,70,Yes,Yes,No,0,Yes,1,None,Yes,8.98,No,Yes,16,No,Yes,No,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,No,20
598,Male,77,Yes,Yes,No,0,Yes,2,None,Yes,2.19,Yes,Yes,8,No,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,No,61
599,Male,76,Yes,Yes,No,0,Yes,6,None,Yes,46.82,No,Yes,11,No,No,No,No,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal,No,23
600,Female,67,Yes,Yes,No,0,Yes,5,None,Yes,33.21,No,Yes,4,No,No,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,No,55
601,Female,67,Yes,No,No,0,No,0,Offer B,No,0,No,Yes,4,No,No,No,No,No,Yes,No,No,One Year,No,Bank Withdrawal,No,45
602,Male,71,Yes,No,Yes,2,No,0,Offer B,Yes,10.57,No,Yes,28,Yes,No,No,No,Yes,Yes,No,Yes,One Year,No,Credit Card,No,56
603,Female,66,Yes,No,No,0,No,0,None,Yes,8.75,Yes,Yes,4,Yes,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,No,4
604,Male,75,Yes,Yes,No,0,Yes,5,Offer B,Yes,26,Yes,Yes,16,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,No,49
605,Female,78,Yes,Yes,No,0,Yes,2,Offer A,Yes,12.26,No,Yes,3,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,No,71
606,Female,74,Yes,Yes,No,0,Yes,3,Offer A,Yes,28.72,Yes,Yes,25,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,No,72
607,Male,75,Yes,Yes,No,0,Yes,3,Offer A,Yes,16.72,Yes,Yes,9,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,No,Credit Card,No,72
608,Female,71,Yes,No,No,0,No,0,None,Yes,21.49,No,Yes,4,No,No,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,No,20
609,Male,66,Yes,Yes,No,0,Yes,4,Offer B,Yes,26.55,Yes,Yes,2,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,No,61
610,Male,79,Yes,No,No,0,No,0,Offer C,Yes,6.59,No,Yes,21,No,Yes,Yes,No,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal,No,29
611,Female,69,Yes,No,No,0,No,0,None,Yes,41.13,No,Yes,23,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Credit Card,No,18
612,Male,70,Yes,Yes,No,0,Yes,7,None,Yes,36.6,Yes,Yes,10,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,No,71
613,Male,69,Yes,No,No,0,No,0,Offer B,Yes,47.06,No,Yes,3,No,No,Yes,No,No,No,No,No,One Year,No,Bank Withdrawal,No,44
614,Female,68,Yes,Yes,No,0,Yes,8,Offer B,Yes,15.3,Yes,Yes,29,Yes,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Credit Card,No,65
615,Female,66,Yes,Yes,No,0,Yes,5,Offer B,Yes,45.37,Yes,Yes,28,No,Yes,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,No,58
616,Female,67,Yes,No,No,0,No,0,Offer E,Yes,2.03,No,No,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,No,6
617,Male,69,Yes,No,No,0,No,0,Offer B,No,0,No,Yes,19,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,No,52
618,Female,73,Yes,Yes,No,0,Yes,2,None,Yes,19.39,Yes,Yes,13,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,No,69
619,Female,74,Yes,No,No,0,No,0,None,Yes,26.68,No,Yes,24,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,No,13
620,Female,70,Yes,Yes,No,0,Yes,6,None,Yes,22,No,Yes,27,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,No,71
621,Female,73,Yes,Yes,No,0,No,0,None,Yes,44.01,Yes,Yes,17,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,No,66
622,Male,79,Yes,Yes,No,0,Yes,9,Offer B,Yes,23.33,Yes,Yes,29,No,Yes,Yes,No,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,No,64
623,Female,74,Yes,No,No,0,No,0,Offer B,Yes,34.12,Yes,Yes,15,No,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,No,45
624,Female,74,Yes,Yes,Yes,3,Yes,4,None,Yes,2.03,No,Yes,53,No,Yes,Yes,No,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,No,23
625,Male,68,Yes,Yes,No,0,Yes,2,None,Yes,3.19,Yes,Yes,26,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,No,7
626,Male,75,Yes,Yes,No,0,Yes,4,None,Yes,16.87,Yes,Yes,17,No,No,Yes,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,No,6
627,Male,77,Yes,No,No,0,No,0,None,Yes,30.11,No,Yes,25,No,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,No,4
628,Male,75,Yes,No,No,0,No,0,None,Yes,2.63,Yes,Yes,13,No,Yes,Yes,Yes,Yes,Yes,No,No,Two Year,Yes,Bank Withdrawal,No,11
629,Female,78,Yes,Yes,No,0,Yes,2,None,Yes,40.55,No,Yes,20,No,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,No,68
630,Female,73,Yes,Yes,No,0,Yes,4,None,Yes,30.3,Yes,Yes,18,No,Yes,Yes,No,No,Yes,No,No,One Year,No,Bank Withdrawal,No,21
631,Female,75,Yes,No,No,0,No,0,Offer B,No,0,No,Yes,9,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,No,65
632,Female,66,Yes,No,No,0,No,0,Offer B,Yes,10.6,Yes,Yes,14,No,Yes,No,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,No,50
633,Female,67,Yes,No,No,0,No,0,None,Yes,7.82,No,Yes,7,No,Yes,Yes,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,No,7
634,Male,67,Yes,Yes,Yes,2,Yes,4,None,Yes,16.82,No,Yes,25,Yes,No,Yes,Yes,Yes,Yes,No,No,Two Year,Yes,Credit Card,No,72
635,Female,68,Yes,Yes,No,0,Yes,8,Offer C,Yes,47.75,Yes,Yes,27,No,Yes,No,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,No,30
636,Male,79,Yes,Yes,No,0,Yes,7,Offer C,Yes,4.75,Yes,Yes,24,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,No,38
637,Male,71,Yes,Yes,Yes,1,Yes,10,None,Yes,18.23,Yes,Yes,11,Yes,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,No,60
638,Female,69,Yes,Yes,No,0,Yes,4,None,Yes,48.53,Yes,Yes,9,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,No,65
639,Female,70,Yes,Yes,No,0,Yes,3,None,Yes,2.67,Yes,Yes,25,Yes,Yes,Yes,Yes,No,Yes,No,Yes,One Year,Yes,Credit Card,No,67
640,Male,72,Yes,No,Yes,1,No,0,None,Yes,41.14,No,Yes,17,No,No,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,No,7
641,Male,71,Yes,Yes,No,0,No,0,Offer C,Yes,30.49,No,Yes,16,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,No,27
642,Female,68,Yes,Yes,No,0,Yes,4,None,Yes,22.74,Yes,Yes,21,No,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,No,55
643,Female,74,Yes,No,No,0,No,0,None,Yes,46.65,No,Yes,25,No,No,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,No,3
644,Male,69,Yes,No,No,0,No,0,None,Yes,19.92,Yes,Yes,30,No,No,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,No,30
645,Female,76,Yes,No,No,0,No,0,None,Yes,32.98,No,Yes,14,No,Yes,No,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,No,2
646,Female,79,Yes,No,No,0,No,0,None,Yes,32.19,Yes,Yes,11,No,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,No,17
647,Male,80,Yes,Yes,Yes,2,Yes,10,None,Yes,4.51,Yes,Yes,22,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,No,61
648,Male,75,Yes,No,No,0,No,0,None,Yes,23.04,Yes,Yes,25,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,No,52
649,Female,70,Yes,Yes,No,0,Yes,10,None,Yes,28.09,Yes,Yes,20,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,No,72
650,Female,76,Yes,No,No,0,No,0,None,Yes,7.72,No,Yes,17,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,No,44
651,Male,67,Yes,No,No,0,No,0,None,Yes,4.4,Yes,Yes,10,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,No,65
652,Male,77,Yes,Yes,No,0,No,0,None,Yes,28.99,Yes,No,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,No,72
653,Male,80,Yes,Yes,No,0,Yes,2,None,Yes,22.95,Yes,Yes,15,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,No,60
654,Female,79,Yes,No,No,0,No,0,None,Yes,12.09,Yes,Yes,15,No,No,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,No,26
655,Female,79,Yes,Yes,No,0,Yes,2,None,Yes,35.38,Yes,Yes,7,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,No,42
656,Female,66,Yes,No,No,0,No,0,None,Yes,8.72,Yes,Yes,18,No,No,Yes,No,No,No,No,Yes,Two Year,Yes,Credit Card,No,23
657,Male,65,Yes,Yes,No,0,No,0,None,Yes,44.61,Yes,Yes,30,No,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,No,72
658,Female,73,Yes,Yes,No,0,Yes,5,Offer D,Yes,17.22,Yes,Yes,25,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,No,22
659,Male,69,Yes,No,No,0,No,0,None,Yes,18.58,Yes,Yes,14,No,Yes,No,No,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,No,54
660,Female,78,Yes,Yes,No,0,Yes,1,None,Yes,46.77,Yes,Yes,24,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Credit Card,No,47
661,Female,78,Yes,No,No,0,No,0,None,No,0,No,Yes,23,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,No,52
662,Female,76,Yes,Yes,No,0,Yes,2,None,Yes,17.12,No,Yes,17,No,No,Yes,No,No,Yes,No,Yes,One Year,No,Credit Card,No,26
663,Male,71,Yes,No,No,0,No,0,None,Yes,5.87,Yes,Yes,2,No,Yes,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,No,48
664,Male,72,Yes,No,No,0,No,0,None,No,0,No,Yes,10,No,Yes,No,No,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,No,4
665,Female,70,Yes,Yes,No,0,Yes,1,None,Yes,24.44,Yes,Yes,13,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,No,Credit Card,No,72
666,Female,71,Yes,Yes,Yes,1,Yes,7,Offer D,Yes,40.19,Yes,Yes,27,No,No,No,No,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,No,22
667,Male,74,Yes,No,No,0,No,0,None,Yes,8.66,Yes,Yes,27,No,Yes,No,No,No,No,No,No,Two Year,No,Credit Card,No,24
668,Male,75,Yes,No,No,0,No,0,None,Yes,46.71,Yes,Yes,24,No,Yes,No,No,Yes,No,No,No,Two Year,Yes,Bank Withdrawal,No,31
669,Female,65,Yes,No,No,0,No,0,None,Yes,24.96,No,Yes,9,No,No,Yes,No,No,No,No,Yes,Two Year,No,Credit Card,No,9
670,Male,80,Yes,No,No,0,No,0,None,Yes,6.1,Yes,Yes,9,No,Yes,No,Yes,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,No,71
671,Male,76,Yes,Yes,No,0,Yes,7,None,Yes,17.84,Yes,Yes,20,No,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,No,1
672,Female,73,Yes,No,No,0,No,0,Offer E,Yes,32.61,No,Yes,27,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,No,1
673,Female,67,Yes,No,No,0,No,0,None,Yes,12.72,Yes,Yes,23,No,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,No,28
674,Male,66,Yes,No,No,0,No,0,Offer D,Yes,22.9,No,Yes,24,No,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,No,16
675,Male,65,Yes,Yes,No,0,Yes,1,None,Yes,16.65,Yes,Yes,5,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,No,65
676,Male,76,Yes,No,No,0,No,0,None,Yes,5.19,Yes,Yes,16,No,No,Yes,No,Yes,Yes,No,No,Two Year,Yes,Bank Withdrawal,No,56
677,Male,79,Yes,Yes,No,0,Yes,1,None,Yes,17.3,Yes,Yes,23,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,No,72
678,Male,76,Yes,Yes,No,0,Yes,7,Offer D,Yes,24.42,No,Yes,29,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,No,11
679,Male,77,Yes,Yes,No,0,Yes,7,None,Yes,40.5,Yes,Yes,8,No,No,Yes,No,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,No,30
680,Female,71,Yes,Yes,No,0,No,0,None,Yes,19.14,Yes,Yes,13,Yes,Yes,Yes,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,No,59
681,Male,75,Yes,Yes,No,0,Yes,5,None,Yes,28.5,Yes,Yes,5,Yes,Yes,Yes,No,No,Yes,No,Yes,Two Year,Yes,Credit Card,No,72
682,Male,75,Yes,Yes,No,0,Yes,2,None,Yes,1.23,No,Yes,9,No,Yes,Yes,Yes,No,Yes,No,Yes,Two Year,Yes,Credit Card,No,71
683,Male,71,Yes,Yes,No,0,Yes,8,None,Yes,31.68,No,Yes,30,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,No,56
684,Male,72,Yes,No,No,0,No,0,None,Yes,35,No,Yes,12,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,No,34
685,Female,76,Yes,No,No,0,No,0,None,Yes,22.86,Yes,Yes,24,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,No,64
686,Male,70,Yes,No,No,0,No,0,Offer D,Yes,48.46,No,Yes,23,No,No,No,No,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,No,20
687,Female,73,Yes,Yes,No,0,Yes,3,Offer A,Yes,39.34,Yes,Yes,13,No,Yes,No,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,No,70
688,Male,78,Yes,No,No,0,No,0,Offer E,Yes,17.13,No,Yes,9,No,No,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,No,5
689,Female,74,Yes,Yes,No,0,Yes,4,Offer A,Yes,5.77,Yes,Yes,24,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,No,72
690,Female,73,Yes,Yes,No,0,No,0,Offer A,Yes,28.06,Yes,Yes,20,No,Yes,No,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,No,66
691,Male,69,Yes,Yes,No,0,Yes,7,Offer A,Yes,5.27,No,Yes,9,Yes,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Bank Withdrawal,No,72
692,Male,73,Yes,Yes,No,0,Yes,10,Offer A,Yes,1.34,Yes,Yes,30,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,No,72
693,Male,79,Yes,Yes,No,0,Yes,5,None,Yes,39,No,Yes,11,Yes,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,No,52
694,Female,72,Yes,No,No,0,No,0,None,Yes,44.14,No,Yes,23,No,No,No,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,No,40
695,Female,75,Yes,Yes,No,0,Yes,10,None,Yes,20.83,Yes,Yes,9,No,No,Yes,Yes,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,No,44
696,Female,68,Yes,No,No,0,No,0,Offer E,Yes,10.53,No,Yes,21,Yes,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,No,7
697,Male,66,Yes,No,No,0,No,0,Offer A,Yes,2.37,Yes,No,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,No,72
698,Female,74,Yes,No,No,0,No,0,Offer E,Yes,39.86,Yes,Yes,23,No,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,No,8
699,Male,78,Yes,Yes,No,0,Yes,7,Offer E,Yes,25.57,No,Yes,12,No,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,No,8
700,Male,73,Yes,No,No,0,No,0,Offer E,Yes,49.34,No,Yes,15,No,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,No,1
701,Female,79,Yes,Yes,Yes,3,Yes,6,None,Yes,13.4,No,Yes,75,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,No,48
702,Female,69,Yes,No,No,0,No,0,None,Yes,32.41,Yes,Yes,21,No,Yes,Yes,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,No,65
703,Female,68,Yes,Yes,No,0,Yes,4,None,Yes,46.24,No,Yes,4,No,No,Yes,No,Yes,No,No,Yes,Two Year,Yes,Credit Card,No,26
704,Female,70,Yes,Yes,No,0,Yes,1,None,Yes,45.13,Yes,Yes,10,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,No,35
705,Male,69,Yes,Yes,No,0,Yes,6,Offer D,Yes,48.41,Yes,Yes,6,No,No,No,No,Yes,No,No,Yes,Two Year,Yes,Credit Card,No,16
706,Female,75,Yes,No,No,0,No,0,Offer D,No,0,No,Yes,24,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,No,14
707,Male,75,Yes,No,No,0,No,0,Offer D,Yes,1.92,Yes,Yes,25,No,No,Yes,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,No,18
708,Female,67,Yes,Yes,No,0,Yes,1,Offer A,Yes,9.96,No,Yes,14,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,No,71
709,Male,65,Yes,Yes,No,0,Yes,1,None,Yes,25.19,Yes,Yes,22,No,No,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,No,48
710,Female,67,Yes,Yes,No,0,Yes,1,None,Yes,44.26,Yes,Yes,22,No,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,No,31
711,Female,74,Yes,Yes,No,0,Yes,1,None,Yes,49.82,Yes,Yes,27,Yes,Yes,No,No,No,Yes,Yes,No,One Year,No,Credit Card,No,38
712,Male,72,Yes,No,Yes,1,No,0,None,Yes,11.86,No,Yes,23,No,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,No,11
713,Female,77,Yes,No,No,0,No,0,None,Yes,2.97,Yes,Yes,4,No,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,No,27
714,Male,72,Yes,No,No,0,No,0,Offer E,Yes,2.97,No,Yes,5,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,No,1
715,Male,75,Yes,Yes,No,0,Yes,10,None,Yes,4.21,No,Yes,21,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,No,59
716,Female,79,Yes,Yes,No,0,No,0,None,Yes,31.43,Yes,No,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,No,50
717,Female,72,Yes,No,No,0,No,0,None,Yes,47.48,No,Yes,8,Yes,No,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,No,31
718,Female,66,Yes,No,No,0,No,0,None,Yes,24.95,No,Yes,22,No,No,No,No,Yes,No,No,Yes,Two Year,No,Credit Card,No,2
719,Female,65,Yes,No,No,0,No,0,None,Yes,4.29,Yes,Yes,7,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,No,4
720,Male,66,Yes,Yes,No,0,Yes,10,None,Yes,46.62,No,Yes,4,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,No,57
721,Male,77,Yes,Yes,No,0,Yes,1,None,Yes,40.9,Yes,Yes,8,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,No,50
722,Male,68,Yes,Yes,No,0,Yes,5,None,Yes,19.14,Yes,No,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,No,61
723,Female,65,Yes,Yes,No,0,Yes,5,Offer A,Yes,8.68,Yes,No,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,No,72
724,Male,73,Yes,Yes,No,0,Yes,10,None,Yes,32.03,No,Yes,16,Yes,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,No,29
725,Female,69,Yes,No,No,0,No,0,None,Yes,14.61,No,Yes,9,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,No,41
726,Female,67,Yes,Yes,No,0,Yes,1,Offer A,Yes,18.67,Yes,Yes,21,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,No,70
727,Male,67,Yes,No,No,0,No,0,None,Yes,42.53,No,Yes,6,No,No,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,No,8
728,Male,80,Yes,No,No,0,No,0,None,Yes,7.03,No,No,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,No,2
729,Female,80,Yes,No,Yes,1,No,0,None,Yes,37.42,Yes,Yes,17,No,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,No,30
730,Female,67,Yes,No,No,0,No,0,Offer B,Yes,11.23,No,Yes,30,Yes,No,Yes,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,No,57
731,Female,72,Yes,Yes,No,0,Yes,1,None,Yes,19.44,No,Yes,4,No,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,No,25
732,Male,73,Yes,Yes,Yes,2,Yes,1,None,Yes,4.71,Yes,Yes,21,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,No,28
733,Female,74,Yes,Yes,No,0,Yes,8,Offer A,Yes,46.2,Yes,Yes,14,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,No,70
734,Female,79,Yes,No,No,0,No,0,None,Yes,43.99,No,Yes,27,Yes,Yes,No,Yes,No,No,No,No,Two Year,No,Credit Card,No,5
735,Male,73,Yes,Yes,No,0,Yes,10,None,Yes,44.54,No,Yes,18,Yes,Yes,No,Yes,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,No,33
736,Female,65,Yes,No,No,0,No,0,None,Yes,41.98,No,No,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,No,4
737,Female,79,Yes,Yes,No,0,Yes,6,Offer A,Yes,14.75,Yes,Yes,16,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,No,72
738,Female,79,Yes,No,No,0,No,0,None,Yes,14.23,Yes,Yes,13,No,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,No,34
739,Male,65,Yes,Yes,No,0,Yes,8,Offer B,No,0,No,Yes,9,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,No,41
740,Female,78,Yes,Yes,Yes,1,Yes,8,Offer B,Yes,5.93,No,Yes,19,Yes,No,No,Yes,Yes,Yes,No,No,Two Year,Yes,Credit Card,No,56
741,Male,75,Yes,No,No,0,No,0,Offer B,Yes,42.19,Yes,Yes,11,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,No,52
742,Female,70,Yes,Yes,No,0,Yes,6,Offer B,Yes,24.68,Yes,Yes,19,No,Yes,No,No,No,Yes,No,No,Two Year,No,Bank Withdrawal,No,60
743,Male,75,Yes,No,No,0,No,0,None,No,0,No,Yes,26,No,Yes,No,Yes,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,No,7
744,Male,75,Yes,No,No,0,No,0,Offer C,No,0,No,Yes,29,No,Yes,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,No,37
745,Female,76,Yes,Yes,Yes,3,Yes,8,Offer B,Yes,1.58,Yes,Yes,27,No,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,No,65
746,Female,72,Yes,No,No,0,No,0,Offer A,Yes,36.48,Yes,Yes,5,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,No,66
747,Male,69,Yes,Yes,No,0,Yes,5,Offer B,Yes,10.4,Yes,Yes,5,No,No,No,Yes,Yes,Yes,No,No,Two Year,Yes,Bank Withdrawal,No,60
748,Male,69,Yes,Yes,No,0,Yes,4,None,Yes,40.94,Yes,Yes,8,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,No,70
